0,1,0.960929
100,43,0.897747
200,82,0.960297
300,138,0.947539
400,191,0.95951
500,233,0.932689
600,280,1.01151
700,334,0.98085
800,379,0.911476
900,433,0.907926
1000,479,0.987147
1100,533,0.927801
1200,581,0.945088
1300,627,0.925705
1400,674,0.952717
1500,726,0.988607
1600,775,1.03706
1700,830,0.979868
1800,875,1.09792
1900,920,0.943463
2000,959,1.02742
2100,1009,1.05478
2200,1062,0.912304
2300,1111,0.93502
2400,1156,0.974671
2500,1205,1.06915
2600,1257,0.948677
2700,1298,0.966395
2800,1342,0.923839
2900,1379,0.953184
3000,1423,0.91476
3100,1467,0.94916
3200,1511,1.04179
3300,1569,0.954653
3400,1608,1.00278
3500,1654,0.942384
3600,1699,0.926524
3700,1746,0.976598
3800,1800,0.915432
3900,1856,1.00609
4000,1905,0.961004
4100,1952,0.958207
4200,1999,0.988617
4300,2043,1.01254
4400,2083,0.925429
4500,2127,0.945026
4600,2173,0.956668
4700,2229,1.03253
4800,2270,1.02403
4900,2322,0.930875
5000,2373,0.891664
5100,2426,1.01742
5200,2478,1.01741
5300,2517,0.956826
5400,2569,0.984878
5500,2610,0.986385
5600,2657,1.02576
5700,2702,0.958994
5800,2754,1.02709
5900,2802,0.966558
6000,2850,0.977184
6100,2890,0.941695
6200,2931,0.930931
6300,2971,1.03104
6400,3012,0.912715
6500,3058,0.9559
6600,3111,1.00889
6700,3153,0.983716
6800,3202,0.981595
6900,3247,0.949609
7000,3304,0.926981
7100,3351,0.996332
7200,3396,0.951776
7300,3449,0.945507
7400,3491,0.96048
7500,3537,0.960225
7600,3590,0.967864
7700,3643,1.00086
7800,3696,1.01388
7900,3750,0.956218
8000,3799,0.984862
8100,3853,0.999973
8200,3911,0.952988
8300,3959,0.952865
8400,3996,0.920509
8500,4047,0.996244
8600,4093,0.973478
8700,4141,0.918539
8800,4196,0.995834
8900,4247,0.92923
9000,4296,0.9278
9100,4352,0.93444
9200,4403,0.98222
9300,4453,1.00666
9400,4501,1.02033
9500,4554,1.00898
9600,4607,0.972206
9700,4660,0.969347
9800,4710,0.966942
9900,4755,0.993961
10000,4798,0.988679
10100,4838,0.958818
10200,4880,1.00625
10300,4923,0.970816
10400,4961,0.979211
10500,4998,0.910374
10600,5041,0.975593
10700,5087,1.00965
10800,5128,0.948956
10900,5177,1.00316
11000,5229,1.01105
11100,5279,0.96736
11200,5328,0.916655
11300,5369,0.981704
11400,5406,0.9991
11500,5463,0.984439
11600,5513,1.02968
11700,5556,0.915034
11800,5602,0.913731
11900,5647,0.97121
12000,5699,0.903052
12100,5761,1.00907
12200,5813,0.980693
12300,5859,0.974157
12400,5909,0.962518
12500,5965,0.976474
12600,6011,1.02278
12700,6062,0.997176
12800,6117,0.918833
12900,6170,1.0075
13000,6216,0.958517
13100,6263,0.982788
13200,6302,0.928066
13300,6343,0.961669
13400,6384,1.02621
13500,6435,0.93455
13600,6485,0.93941
13700,6539,1.003
13800,6585,1.07604
13900,6637,0.94676
14000,6692,0.9859
14100,6735,0.921786
14200,6775,0.943771
14300,6830,0.953348
14400,6877,0.967444
14500,6924,1.03807
14600,6972,0.962548
14700,7021,0.944123
14800,7069,0.970191
14900,7115,0.969747
15000,7170,0.997203
15100,7222,0.910818
15200,7271,0.933512
15300,7324,0.938679
15400,7368,1.01603
15500,7408,0.974906
15600,7461,0.98595
15700,7514,0.974278
15800,7565,0.961347
15900,7623,1.02284
16000,7661,0.898824
16100,7715,0.935958
16200,7761,0.989198
16300,7808,0.999588
16400,7861,0.959713
16500,7905,0.969174
16600,7954,1.02804
16700,8007,0.952666
16800,8060,1.00452
16900,8098,0.931818
17000,8143,0.931545
17100,8189,0.974168
17200,8238,0.975527
17300,8288,0.999491
17400,8333,0.970366
17500,8384,0.972778
17600,8435,0.941067
17700,8489,0.960715
17800,8528,0.950145
17900,8578,1.0286
18000,8619,1.00983
18100,8669,1.06666
18200,8724,0.966413
18300,8767,0.909741
18400,8819,0.931979
18500,8868,0.990783
18600,8918,1.03364
18700,8958,0.941194
18800,9006,1.05821
18900,9055,0.94263
19000,9095,0.974587
19100,9145,0.953163
19200,9192,0.991471
19300,9242,1.02332
19400,9280,0.951093
19500,9323,0.923473
19600,9370,0.92521
19700,9411,0.960364
19800,9462,1.03941
19900,9521,0.967604
20000,0,0.938689
20100,0,0.938689
20200,0,0.938689
20300,0,0.938689
20400,0,0.938689
20500,0,0.938689
20600,0,0.938689
20700,0,0.938689
20800,0,0.938689
20900,0,0.938689
21000,0,0.938689
21100,0,0.938689
21200,0,0.938689
21300,0,0.938689
21400,0,0.938689
21500,0,0.938689
21600,0,0.938689
21700,0,0.938689
21800,0,0.938689
21900,0,0.938689
22000,0,0.938689
22100,0,0.938689
22200,0,0.938689
22300,0,0.938689
22400,0,0.938689
22500,0,0.938689
22600,0,0.938689
22700,0,0.938689
22800,0,0.938689
22900,0,0.938689
23000,0,0.938689
23100,0,0.938689
23200,0,0.938689
23300,0,0.938689
23400,0,0.938689
23500,0,0.938689
23600,0,0.938689
23700,0,0.938689
23800,0,0.938689
23900,0,0.938689
24000,0,0.938689
24100,0,0.938689
24200,0,0.938689
24300,0,0.938689
24400,0,0.938689
24500,0,0.938689
24600,0,0.938689
24700,0,0.938689
24800,0,0.938689
24900,0,0.938689
25000,0,0.938689
25100,0,0.938689
25200,0,0.938689
25300,0,0.938689
25400,0,0.938689
25500,0,0.938689
25600,0,0.938689
25700,0,0.938689
25800,0,0.938689
25900,0,0.938689
26000,0,0.938689
26100,0,0.938689
26200,0,0.938689
26300,0,0.938689
26400,0,0.938689
26500,0,0.938689
26600,0,0.938689
26700,0,0.938689
26800,0,0.938689
26900,0,0.938689
27000,0,0.938689
27100,0,0.938689
27200,0,0.938689
27300,0,0.938689
27400,0,0.938689
27500,0,0.938689
27600,0,0.938689
27700,0,0.938689
27800,0,0.938689
27900,0,0.938689
28000,0,0.938689
28100,0,0.938689
28200,0,0.938689
28300,0,0.938689
28400,0,0.938689
28500,0,0.938689
28600,0,0.938689
28700,0,0.938689
28800,0,0.938689
28900,0,0.938689
29000,0,0.938689
29100,0,0.938689
29200,0,0.938689
29300,0,0.938689
29400,0,0.938689
29500,0,0.938689
29600,0,0.938689
29700,0,0.938689
29800,0,0.938689
29900,0,0.938689
30000,0,0.938689
